event_id,event_ts,user_id,session_id,event_type,device,traffic_source,content_id,search_query,dwell_time_sec
e_000000108,2026-01-29T12:05:18Z,u_000040,s_09798448,app_open,ios,email,,,216.0
e_000000109,2026-01-28T20:13:29Z,u_002237,s_04206034,view_content,web,push,c_001308,,14.0
e_000000110,2026-01-30T05:48:56Z,u_003304,s_03981205,click_recommendation,ios,direct,c_000528,,
e_000000111,2026-01-27T12:07:54Z,u_002328,s_06255920,app_open,ios,direct,,,259.0
e_000000112,2026-01-27T17:16:18Z,u_003153,s_05126407,bookmark,web,seo,c_000961,,
e_000000113,2026-01-28T22:32:36Z,u_000847,s_04282171,view_content,web,push,c_001172,,355.0
e_000000114,2026-01-27T18:49:14Z,u_003265,s_00691299,bookmark,android,direct,c_001095,,
e_000000115,2026-02-01T10:42:21Z,u_003080,s_08515295,app_open,ios,seo,,,534.0
e_000000116,2026-01-28T16:10:43Z,u_000689,s_01359827,app_open,web,social,,,14.0
e_000000117,2026-01-31T06:44:58Z,u_004432,s_00990508,click_recommendation,web,social,c_001471,,
e_000000118,2026-01-29T11:28:50Z,u_004874,s_06726284,view_content,web,seo,c_000388,,118.0
e_000000119,2026-01-29T05:37:30Z,u_000523,s_06080995,email_open,ios,social,,,
e_000000120,2026-02-01T01:23:29Z,u_002397,s_03657334,bookmark,web,email,c_000191,,
e_000000121,2026-01-27T02:12:08Z,u_001832,s_08789666,share,web,social,c_000242,,
e_000000122,2026-01-30T06:17:45Z,u_001466,s_03735902,search,android,paid,,how to sleep better,
e_000000123,2026-02-02T09:42:31Z,u_004098,s_09799211,email_open,web,direct,,,
e_000000124,2026-01-31T23:48:51Z,u_001718,s_05245008,email_open,android,seo,,,
e_000000125,2026-01-31T12:28:46Z,u_000426,s_05552709,app_open,web,push,,,240.0
e_000000126,2026-01-30T18:37:59Z,u_003237,s_09490220,bookmark,android,paid,c_000790,,
e_000000127,2026-01-28T06:33:42Z,u_004523,s_07839076,view_content,android,push,c_000141,,518.0
e_000000128,2026-01-31T21:16:24Z,u_000819,s_05456248,click_recommendation,ios,direct,c_000882,,
e_000000129,2026-01-28T15:34:41Z,u_001107,s_04552651,click_recommendation,web,direct,c_000926,,
e_000000130,2026-01-27T08:48:02Z,u_004915,s_03519978,share,web,social,c_001392,,
e_000000131,2026-01-28T14:26:04Z,u_001253,s_01240328,click_recommendation,android,paid,c_001098,,
e_000000132,2026-02-01T15:19:58Z,u_001762,s_06220367,bookmark,web,email,c_000673,,
e_000000133,2026-01-31T10:15:41Z,u_004942,s_03533659,app_open,web,seo,,,136.0
e_000000134,2026-01-27T14:25:29Z,u_000039,s_02260916,search,ios,seo,,healthy breakfast ideas,
e_000000135,2026-02-02T15:55:08Z,u_003947,s_04841938,bookmark,ios,email,c_000025,,
e_000000136,2026-01-28T15:09:53Z,u_002021,s_04748199,view_content,android,email,c_001211,,587.0
e_000000137,2026-01-28T07:21:43Z,u_004298,s_00994320,view_content,ios,social,c_000441,,103.0
e_000000138,2026-01-28T11:31:14Z,u_001613,s_02760536,search,android,social,,weight loss plan,
e_000000139,2026-01-27T05:59:55Z,u_000460,s_03125115,bookmark,android,seo,c_001136,,
e_000000140,2026-01-29T14:29:14Z,u_001464,s_08622682,search,web,social,,workout for beginners,
e_000000141,2026-01-29T19:19:40Z,u_000401,s_05382082,search,ios,email,,diabetes symptoms,
e_000000142,2026-01-29T15:58:53Z,u_001013,s_05989489,view_content,ios,push,c_001249,,43.0
e_000000143,2026-01-31T18:40:38Z,u_000645,s_08943995,share,ios,paid,c_000325,,
e_000000144,2026-02-02T01:01:25Z,u_001958,s_03187240,click_recommendation,android,email,c_001148,,
e_000000145,2026-02-01T17:08:52Z,u_000957,s_04035720,view_content,web,email,c_000923,,565.0
e_000000146,2026-02-02T12:40:54Z,u_000790,s_06469288,click_recommendation,web,direct,c_000102,,
e_000000147,2026-02-02T14:30:07Z,u_000862,s_06207775,view_content,ios,direct,c_001418,,489.0
e_000000148,2026-01-31T06:14:33Z,u_001247,s_08617397,app_open,android,push,,,268.0
e_000000149,2026-01-31T21:38:48Z,u_002096,s_01613339,email_open,web,push,,,
e_000000150,2026-01-31T07:08:05Z,u_004571,s_08605226,app_open,android,direct,,,185.0
e_000000151,2026-01-27T09:13:55Z,u_002855,s_02845946,click_recommendation,ios,social,c_001306,,
e_000000152,2026-01-27T05:07:14Z,u_004344,s_07515790,app_open,android,direct,,,564.0
e_000000153,2026-01-27T03:00:09Z,u_003281,s_05688326,click_recommendation,web,paid,c_000647,,
e_000000154,2026-01-30T15:50:58Z,u_003678,s_08639508,click_recommendation,web,seo,c_000099,,
e_000000155,2026-02-02T13:31:47Z,u_002806,s_03520404,share,ios,seo,c_000731,,
e_000000156,2026-01-31T12:44:03Z,u_000129,s_06460894,search,android,email,,how to sleep better,
e_000000157,2026-01-30T18:33:48Z,u_000815,s_05321751,email_open,ios,social,,,
e_000000158,2026-02-02T19:50:51Z,u_000899,s_00806830,click_recommendation,web,social,c_000282,,
e_000000159,2026-01-28T22:11:29Z,u_003371,s_01644425,view_content,android,push,c_000617,,202.0
e_000000160,2026-02-02T01:27:52Z,u_003062,s_06038857,search,ios,seo,,how to sleep better,
e_000000161,2026-01-29T01:52:43Z,u_004435,s_09060102,app_open,ios,social,,,76.0
e_000000162,2026-01-31T21:34:19Z,u_000850,s_07652013,bookmark,ios,seo,c_000015,,
e_000000163,2026-02-02T10:15:18Z,u_003531,s_07060235,bookmark,web,social,c_001162,,
e_000000164,2026-01-27T14:00:30Z,u_000986,s_04221361,bookmark,ios,push,c_000800,,
e_000000165,2026-01-28T07:53:35Z,u_003788,s_03301397,view_content,android,direct,c_000186,,29.0
e_000000166,2026-02-02T12:26:20Z,u_002925,s_03174058,click_recommendation,ios,direct,c_000226,,
e_000000167,2026-02-02T20:11:27Z,u_004608,s_01627465,bookmark,ios,direct,c_001312,,
e_000000168,2026-01-29T19:02:41Z,u_002914,s_01709652,search,ios,direct,,how to sleep better,
e_000000169,2026-01-27T17:08:33Z,u_000115,s_05280522,email_open,web,direct,,,
e_000000170,2026-02-02T19:44:23Z,u_002956,s_03704240,click_recommendation,android,push,c_000165,,
e_000000171,2026-01-29T17:18:33Z,u_000548,s_06758463,bookmark,ios,seo,c_000124,,
e_000000172,2026-01-31T13:23:59Z,u_000166,s_08565065,bookmark,web,direct,c_000269,,
e_000000173,2026-02-02T14:15:35Z,u_003253,s_00147263,search,ios,direct,,lower blood pressure,
e_000000174,2026-01-31T09:06:07Z,u_002051,s_09453074,email_open,web,email,,,
e_000000175,2026-01-29T15:32:33Z,u_001839,s_02212908,email_open,ios,paid,,,
e_000000176,2026-01-31T09:15:29Z,u_001145,s_07693269,search,android,seo,,diabetes symptoms,
e_000000177,2026-01-29T00:17:15Z,u_002935,s_08661923,view_content,web,email,c_001357,,283.0
e_000000178,2026-01-27T04:23:59Z,u_004125,s_04879785,email_open,android,social,,,
e_000000179,2026-01-29T19:18:21Z,u_001327,s_05931664,click_recommendation,ios,social,c_001165,,
e_000000180,2026-01-31T22:02:16Z,u_002005,s_01341127,share,ios,paid,c_001273,,
e_000000181,2026-02-02T19:15:35Z,u_002956,s_05283713,email_open,web,push,,,
e_000000182,2026-01-30T10:13:38Z,u_004989,s_00481958,email_open,ios,paid,,,
e_000000183,2026-01-30T02:36:38Z,u_000388,s_05874354,bookmark,web,push,c_000728,,
e_000000184,2026-01-31T14:37:06Z,u_000968,s_09737011,view_content,ios,email,c_000293,,128.0
e_000000185,2026-01-31T13:14:08Z,u_001527,s_08892257,share,android,push,c_000028,,
e_000000186,2026-02-02T06:31:59Z,u_002434,s_01571359,share,web,direct,c_000454,,
e_000000187,2026-02-02T17:35:43Z,u_003763,s_08816567,bookmark,ios,paid,c_001468,,
e_000000188,2026-01-31T01:08:40Z,u_000505,s_00807275,share,ios,push,c_001272,,
e_000000189,2026-02-02T16:17:42Z,u_004158,s_01063590,share,android,direct,c_000405,,
e_000000190,2026-01-28T04:48:05Z,u_001811,s_03166067,click_recommendation,web,social,c_000923,,
e_000000191,2026-01-28T22:13:10Z,u_001625,s_01101018,bookmark,web,email,c_000666,,
e_000000192,2026-01-30T08:58:01Z,u_003279,s_00445176,click_recommendation,ios,seo,c_001117,,
e_000000193,2026-02-02T15:08:15Z,u_002559,s_01996594,email_open,android,push,,,
e_000000194,2026-01-29T21:33:11Z,u_003565,s_04721852,view_content,web,social,c_001432,,389.0
e_000000195,2026-01-30T13:08:49Z,u_004343,s_00027397,app_open,ios,paid,,,96.0
e_000000196,2026-02-02T17:44:59Z,u_004581,s_00089150,search,android,push,,how to sleep better,
e_000000197,2026-01-29T09:55:03Z,u_004353,s_01237813,app_open,ios,paid,,,560.0
e_000000198,2026-01-28T11:04:34Z,u_004726,s_04324687,bookmark,ios,push,c_000785,,
e_000000199,2026-01-31T18:07:05Z,u_000725,s_02261984,click_recommendation,android,push,c_000725,,
e_000000200,2026-01-30T12:47:12Z,u_004226,s_01214156,bookmark,web,email,c_000238,,
e_000000201,2026-01-28T21:58:37Z,u_002535,s_09490035,search,web,social,,stress management tips,
e_000000202,2026-01-28T07:23:29Z,u_002366,s_07520619,view_content,ios,push,c_000456,,392.0
e_000000203,2026-01-30T17:13:05Z,u_002464,s_01670213,bookmark,android,email,c_000490,,
e_000000204,2026-01-29T17:01:44Z,u_003446,s_02416004,bookmark,android,seo,c_000650,,
e_000000205,2026-02-02T07:24:55Z,u_000151,s_00329635,search,ios,email,,diabetes symptoms,
e_000000206,2026-01-28T00:06:34Z,u_004995,s_01295659,view_content,ios,paid,c_000781,,505.0
e_000000207,2026-02-02T04:59:08Z,u_003580,s_06483630,search,android,email,,how to sleep better,
e_000000208,2026-02-02T01:56:19Z,u_002570,s_09061360,view_content,android,email,c_001431,,306.0
e_000000209,2026-02-01T21:46:47Z,u_001172,s_07166088,click_recommendation,ios,social,c_001349,,
e_000000210,2026-02-01T05:35:18Z,u_001732,s_05505638,click_recommendation,web,push,c_000835,,
e_000000211,2026-01-29T17:36:57Z,u_000454,s_03299127,email_open,web,social,,,
e_000000212,2026-02-02T14:01:04Z,u_000237,s_08258608,search,android,direct,,how to sleep better,
e_000000213,2026-01-27T07:25:24Z,u_000766,s_07714022,click_recommendation,android,seo,c_000548,,
e_000000214,2026-01-31T10:56:10Z,u_000143,s_01964567,email_open,web,paid,,,
e_000000215,2026-01-29T08:20:38Z,u_001207,s_02240750,share,web,email,c_001132,,
e_000000216,2026-01-30T19:30:41Z,u_004781,s_09234654,app_open,android,direct,,,463.0
e_000000217,2026-01-29T18:43:49Z,u_001784,s_01752237,click_recommendation,web,seo,c_000516,,
e_000000218,2026-01-29T15:30:06Z,u_004990,s_09635889,click_recommendation,android,seo,c_000567,,
e_000000219,2026-02-02T10:49:54Z,u_001081,s_08784764,app_open,web,direct,,,513.0
e_000000220,2026-01-31T04:17:30Z,u_002582,s_09425778,email_open,web,paid,,,
e_000000221,2026-01-27T13:58:23Z,u_000485,s_09895738,search,android,paid,,weight loss plan,
e_000000222,2026-01-27T18:12:55Z,u_001856,s_09256127,view_content,web,seo,c_000667,,267.0
e_000000223,2026-02-01T00:46:23Z,u_001348,s_04129993,share,web,email,c_001166,,
e_000000224,2026-02-01T02:56:31Z,u_001912,s_01796612,share,android,seo,c_000116,,
e_000000225,2026-02-02T06:58:39Z,u_003258,s_02550327,app_open,web,push,,,149.0
e_000000226,2026-02-02T03:46:23Z,u_002007,s_06231083,bookmark,web,social,c_000869,,
e_000000227,2026-01-31T03:53:44Z,u_004317,s_07744704,bookmark,ios,paid,c_001377,,
e_000000228,2026-01-28T23:21:06Z,u_002252,s_02687253,view_content,web,email,c_001407,,472.0
e_000000229,2026-01-31T15:26:19Z,u_004349,s_01615474,bookmark,web,email,c_000572,,
e_000000230,2026-02-02T18:07:25Z,u_004908,s_04002758,email_open,android,social,,,
e_000000231,2026-02-01T23:04:15Z,u_000654,s_03532328,search,android,direct,,diabetes symptoms,
e_000000232,2026-01-31T05:40:22Z,u_004823,s_03083931,share,android,direct,c_000355,,
e_000000233,2026-01-30T23:04:05Z,u_000817,s_00728499,share,ios,push,c_000864,,
e_000000234,2026-01-29T13:38:03Z,u_002093,s_08792699,email_open,web,direct,,,
e_000000235,2026-02-02T08:24:13Z,u_004197,s_02312457,view_content,web,direct,c_000146,,394.0
e_000000236,2026-02-01T23:34:38Z,u_004563,s_06948463,view_content,android,paid,c_000258,,349.0
e_000000237,2026-01-31T20:08:34Z,u_001137,s_00682841,click_recommendation,ios,social,c_000310,,
e_000000238,2026-02-01T19:50:51Z,u_002836,s_06519737,search,web,paid,,weight loss plan,
e_000000239,2026-02-02T16:45:17Z,u_004168,s_08322071,app_open,android,email,,,551.0
e_000000240,2026-01-27T16:26:21Z,u_003382,s_00467461,bookmark,web,direct,c_000228,,
e_000000241,2026-01-27T08:42:20Z,u_003383,s_05648519,email_open,android,push,,,
e_000000242,2026-02-02T07:07:17Z,u_003498,s_04745882,search,android,direct,,diabetes symptoms,
e_000000243,2026-02-02T15:27:42Z,u_002488,s_02433320,bookmark,android,seo,c_001057,,
e_000000244,2026-01-29T02:01:08Z,u_003810,s_01810551,bookmark,web,email,c_000907,,
e_000000245,2026-01-30T05:43:05Z,u_004280,s_03059626,email_open,android,direct,,,
e_000000246,2026-01-29T08:16:05Z,u_004799,s_09385241,email_open,android,email,,,
e_000000247,2026-02-02T00:25:57Z,u_004736,s_08078626,search,ios,seo,,diabetes symptoms,
e_000000248,2026-01-29T17:30:59Z,u_003760,s_05393014,click_recommendation,android,push,c_000442,,
e_000000249,2026-01-27T01:38:46Z,u_002875,s_02299543,share,android,paid,c_001446,,
e_000000250,2026-01-27T16:05:57Z,u_001530,s_00643457,email_open,web,paid,,,
e_000000251,2026-01-29T14:35:23Z,u_002111,s_03263727,app_open,ios,email,,,186.0
e_000000252,2026-01-27T05:17:14Z,u_001055,s_01166619,view_content,web,paid,c_000562,,581.0
e_000000253,2026-02-01T02:34:57Z,u_001368,s_09272250,search,android,direct,,workout for beginners,
e_000000254,2026-02-02T05:27:22Z,u_001597,s_01460317,search,web,direct,,how to sleep better,
e_000000255,2026-01-27T09:27:38Z,u_003632,s_08050890,app_open,android,push,,,503.0
e_000000256,2026-01-29T14:52:19Z,u_004648,s_03953195,email_open,ios,email,,,
e_000000257,2026-02-02T17:25:06Z,u_004169,s_08914929,bookmark,web,email,c_000036,,
e_000000258,2026-01-29T16:11:15Z,u_000936,s_02204531,click_recommendation,android,direct,c_001321,,
e_000000259,2026-01-30T14:28:32Z,u_002804,s_00352993,click_recommendation,web,push,c_000464,,
e_000000260,2026-01-29T23:19:36Z,u_002249,s_04651924,app_open,android,email,,,570.0
e_000000261,2026-01-30T17:52:14Z,u_001259,s_07619744,bookmark,ios,email,c_000382,,
e_000000262,2026-02-02T17:48:37Z,u_002218,s_01658831,bookmark,ios,social,c_000586,,
e_000000263,2026-01-28T16:59:24Z,u_002078,s_05197142,share,web,seo,c_000814,,
e_000000264,2026-01-28T23:21:30Z,u_003374,s_03480945,app_open,ios,paid,,,57.0
e_000000265,2026-01-26T20:43:25Z,u_001919,s_08150731,click_recommendation,ios,seo,c_000175,,
e_000000266,2026-01-30T08:14:23Z,u_003755,s_00207144,click_recommendation,web,seo,c_000780,,
e_000000267,2026-01-28T06:04:49Z,u_002760,s_01558053,share,android,push,c_000828,,
e_000000268,2026-02-01T18:09:51Z,u_003884,s_05921054,view_content,ios,paid,c_000130,,492.0
e_000000269,2026-01-28T17:35:25Z,u_002517,s_06433995,email_open,ios,paid,,,
e_000000270,2026-02-01T19:21:15Z,u_001721,s_05739644,share,android,direct,c_000137,,
e_000000271,2026-01-27T13:31:42Z,u_004098,s_00526766,click_recommendation,ios,push,c_000961,,
e_000000272,2026-01-31T05:39:36Z,u_001189,s_05950778,share,web,seo,c_000224,,
e_000000273,2026-02-01T12:00:57Z,u_003683,s_03237797,app_open,web,push,,,313.0
e_000000274,2026-01-28T23:21:17Z,u_004881,s_05198241,share,android,seo,c_001409,,
e_000000275,2026-02-01T11:05:39Z,u_002660,s_03098043,share,web,paid,c_000058,,
e_000000276,2026-01-31T17:56:14Z,u_000320,s_00027113,share,android,email,c_000482,,
e_000000277,2026-01-26T22:09:32Z,u_004226,s_09782054,app_open,android,paid,,,180.0
e_000000278,2026-01-27T01:38:58Z,u_003881,s_02920165,bookmark,android,push,c_000200,,
e_000000279,2026-01-29T13:47:28Z,u_003336,s_06037060,click_recommendation,web,email,c_000233,,
e_000000280,2026-01-27T23:07:41Z,u_004254,s_08376191,search,android,push,,weight loss plan,
e_000000281,2026-01-29T03:21:34Z,u_001246,s_06216002,email_open,android,seo,,,
e_000000282,2026-02-02T09:30:17Z,u_001420,s_04667518,search,android,seo,,how to sleep better,
e_000000283,2026-01-30T17:02:23Z,u_000968,s_07664996,email_open,web,seo,,,
e_000000284,2026-01-29T06:07:50Z,u_001202,s_00333521,email_open,ios,push,,,
e_000000285,2026-01-29T20:44:05Z,u_002629,s_07195461,bookmark,web,seo,c_001164,,
e_000000286,2026-01-30T04:12:45Z,u_004048,s_00987840,search,ios,direct,,diabetes symptoms,
e_000000287,2026-01-27T11:22:23Z,u_002389,s_07854638,bookmark,ios,direct,c_000844,,
e_000000288,2026-02-02T18:21:43Z,u_001878,s_09301973,share,web,push,c_001291,,
e_000000289,2026-01-28T09:13:26Z,u_003912,s_03908885,search,web,direct,,workout for beginners,
e_000000290,2026-02-01T17:07:24Z,u_001772,s_02549331,email_open,android,push,,,
